id,name,category,address,district,hours,rating,chain,seats
0c3e3439a8c64ea5bf6ecd6ca6ae19f0,WoWфли,кафе,"Москва, улица Дыбенко, 7/1",Северный административный округ,"ежедневно, 10:00–22:00",5.0,0,
045780ada3474c57a2112e505d74b633,Четыре комнаты,ресторан,"Москва, улица Дыбенко, 36, корп. 1",Северный административный округ,"ежедневно, 10:00–22:00",4.5,0,4.0
1070b6b59144425896c65889347fcff6,Хазри,кафе,"Москва, Клязьминская улица, 15",Северный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.6,0,45.0
03ac7cd772104f65b58b349dc59f03ee,Dormouse Coffee Shop,кофейня,"Москва, улица Маршала Федоренко, 12",Северный административный округ,"ежедневно, 09:00–22:00",5.0,0,
a163aada139c4c7f87b0b1c0b466a50f,Иль Марко,пиццерия,"Москва, Правобережная улица, 1Б",Северный административный округ,"ежедневно, 10:00–22:00",5.0,1,148.0
8a343546b24e4a499ad96eb7d0797a8a,Sergio Pizza,пиццерия,"Москва, Ижорская улица, вл8Б",Северный административный округ,"ежедневно, 10:00–23:00",4.6,0,
96ebceb1a09e4e3191133b9fe0379a64,Огни города,"бар,паб","Москва, Клязьминская улица, 9, стр. 3",Северный административный округ,пн 15:00–04:00; вт-вс 15:00–05:00,4.4,0,45.0
0243288b78024af090b8e947842c969c,Mr. Уголёк,быстрое питание,"Москва, Клязьминская улица, 9, стр. 3",Северный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",4.7,0,45.0
36aeb0ffa69c48fdb0021549520deb10,Donna Maria,ресторан,"Москва, Дмитровское шоссе, 107, корп. 4",Северный административный округ,"ежедневно, 10:00–22:00",4.8,0,79.0
487167877eb04288bc90d4fa80646fc2,Готика,кафе,"Москва, Ангарская улица, 39",Северный административный округ,"ежедневно, 12:00–00:00",4.3,0,65.0
ac32978af97641bfacf996e7f5a50ee5,Great Room Bar,"бар,паб","Москва, Левобережная улица, 12",Северный административный округ,"ежедневно, круглосуточно",4.5,0,102.0
53ac103717c142f29907080db1f0ce58,Шашлык Шефф,кафе,"Москва, улица Маршала Федоренко, 10с1",Северный административный округ,"ежедневно, 10:00–21:00",4.9,0,
9384a51a4b2749759234df689b3a4857,Заправка,кафе,"Москва, МКАД, 80-й километр, 1",Северный административный округ,вт-сб 09:00–18:00,4.3,0,
aea18265b0a0415893f1e796b82568fe,Буханка,булочная,"Москва, Базовская улица, 15, корп. 1",Северный административный округ,"ежедневно, 08:00–22:00",4.8,1,180.0
b9469750090f4a19829cc717bc369988,У Сильвы,"бар,паб","Москва, Ангарская улица, 42с1",Северный административный округ,"ежедневно, 13:00–00:00",4.2,0,
9b8421c55aef47efa4c6bc9e6fb4c239,Дом обеда,столовая,"Москва, улица Бусиновская Горка, 2",Северный административный округ,пн-пт 08:30–18:30; сб 10:00–20:00,4.1,0,180.0
ccda3acc54e34bfcac4d6a25a5205bcb,База Стритфуд,кафе,"Москва, Базовская улица, 15, корп. 8",Северный административный округ,"ежедневно, 10:00–23:00",4.2,0,
b55465d0869648a295ad1d85ed9b5c4f,Чайхана Беш-Бармак,ресторан,"Москва, Ленинградское шоссе, 71Б, стр. 2",Северный административный округ,"ежедневно, круглосуточно",4.4,0,96.0
06e4244f6832490ea35c0c1f8824bb30,Час-Пик,столовая,"Москва, Коровинское шоссе, 30А",Северный административный округ,"ежедневно, 09:00–21:00",4.3,0,25.0
feec6bedccae44cb877d99c13f9aa5d7,Пекарня,булочная,"Москва, Ижорский проезд, 5",Северный административный округ,"ежедневно, круглосуточно",4.4,1,
1ab5691e4da844d3abadf085e0957852,Чебуреки Манты,кафе,"Москва, Правобережная улица, 1Б",Северный административный округ,"ежедневно, 10:00–22:00",4.3,1,148.0
3483fb839c134fc89e15a1da83053498,7/12,кафе,"Москва, Прибрежный проезд, 7",Северный административный округ,"ежедневно, 10:00–22:00",4.5,0,
66274ec5b26440e389aa3584b5cc2e9c,Крымские чебуреки,кафе,"Москва, Коровинское шоссе, 35, стр. 17",Северный административный округ,пн-пт 09:00–21:00,4.2,0,
78709462f2b3480f825489a5321a3563,Буханка,булочная,"Москва, Лобненская улица, 13к2",Северный административный округ,"ежедневно, 08:00–22:00",4.7,1,
0f5d22f5377340d0a81a9328e6ebdcac,Drive Café,кафе,"Москва, улица Дыбенко, 9Ас1",Северный административный округ,"ежедневно, круглосуточно",4.0,1,
f8b3518cd2874826a9b1cceb006039bc,В парке вкуснее,кофейня,"Москва, парк Левобережный",Северный административный округ,"ежедневно, 10:00–21:00",4.3,1,
1b831beddbde4c58bc8f6b7fa2c269c2,Пикочино,пиццерия,"Москва, Дмитровское шоссе, 107к2",Северный административный округ,"пн-чт 11:00–22:00; пт,сб 11:00–23:00; вс 11:00–22:00",4.5,0,
cb3ade780c844bb496655304fe7f0db0,Шаурму Х@чу,быстрое питание,"Москва, улица Дыбенко, 7, стр. 1",Северный административный округ,"пн-пт 08:00–22:00; сб,вс 10:00–22:00",4.1,0,4.0
719ea5c29b6e404793a172082ea77cdc,Mafe,кафе,"Москва, МКАД, 78-й километр, 14к1",Северный административный округ,"ежедневно, 10:00–19:00",3.8,0,
7c6e417df5404b2dbc47e54469cd494c,Кушай Город,столовая,"Москва, Дмитровское шоссе, 157, стр. 15",Северный административный округ,пн-пт 09:00–16:00,4.2,1,
a5536f9643c94da1988cc5cca91a5ee7,Кафедра,булочная,"Москва, Базовская улица, 15, корп. 6",Северный административный округ,"ежедневно, 08:00–21:00",4.4,0,
85badf3923404f48864eeb87d65f420b,Алталия,быстрое питание,"Москва, улица Дыбенко, 7/1",Северный административный округ,"ежедневно, 10:00–22:00",4.1,0,
4e5314c970cc47c58e5d24ee3ee70fa9,Додо Пицца,пиццерия,"Москва, Коровинское шоссе, 23, корп. 1",Северный административный округ,"ежедневно, 09:00–23:00",4.3,1,46.0
da89ee7584774dbe83532bbc4c5fa38a,Изба,ресторан,"Москва, Лобненская улица, 4А",Северный административный округ,"ежедневно, 10:00–21:00",4.3,0,40.0
629ac86faa0b4ca49eda1ee27cbda5bb,Домино'с Пицца,пиццерия,"Москва, Клязьминская улица, 11, корп. 4",Северный административный округ,"ежедневно, 10:00–23:00",4.2,1,247.0
b95ef9fec9a14bf4a0371c6790916e61,Виладж пицца,пиццерия,"Москва, Базовская улица, 15, корп. 15",Северный административный округ,"ежедневно, 09:00–23:00",4.3,0,
973399ac1f594da1b1372fbb44760c34,Пекарня № 1 Грузинская кухня,кафе,"Москва, Коровинское шоссе, 33А",Северный административный округ,"ежедневно, 10:00–22:00",3.9,0,21.0
53a222adb6b2495286bd62d26ca4f8e2,Халяль закусочная,кафе,"Москва, Коровинское шоссе, 46, стр. 5",Северный административный округ,"ежедневно, 08:00–23:00",3.9,0,
3746fe879e5b43629512095693ce4113,Ижора,булочная,"Москва, Ижорский проезд, 5А",Северный административный округ,,4.4,0,
f3cbcefec46e4955adf8c08fc94e4321,Шаурмагия,быстрое питание,"Москва, Базовская улица, 15А",Северный административный округ,"ежедневно, 09:00–23:00",4.0,0,
e5f4ff8c7196472eac2c980fc6b2e9b2,Кафе,кафе,"Москва, Ижорская улица, 18, стр. 1",Северный административный округ,,3.7,0,
3848a08b3ca344948aea1ac79dfb6d60,Крошка Картошка,быстрое питание,"Москва, улица Дыбенко, 7/1",Северный административный округ,"ежедневно, 10:00–22:00",4.1,1,
b35ec6305b004f5ebbd04961b64cc9ec,Варня кафе,быстрое питание,"Москва, Коровинское шоссе, 29, корп. 1",Северный административный округ,"ежедневно, 09:00–23:00",3.8,0,46.0
9f2a00c728f04f5ca96ac7800547fd2e,Суши & пицца,ресторан,"Москва, Дмитровское шоссе, 169, корп. 6",Северо-Восточный административный округ,"ежедневно, 10:00–23:00",4.0,0,
0cb57ea286804a0fbff91ae2cc868d48,Кафетерий,кафе,"Москва, Ангарская улица, 24А",Северный административный округ,,3.8,1,8.0
f0bfd0d682c24a2b825338e8bc6043e6,9 Bar Coffee,кофейня,"Москва, Коровинское шоссе, 41, стр. 1",Северный административный округ,пн-пт 08:00–18:00,4.0,1,46.0
bab2d0dc722a45a3b20307527c7337cc,CofeFest,кофейня,"Москва, улица Маршала Федоренко, 6с1",Северный административный округ,пн-пт 09:00–19:00,3.6,1,
de2745a7b3984016ad267fc062467e8b,Кафе,кафе,"Москва, улица Маршала Федоренко, 7",Северный административный округ,"ежедневно, 11:00–00:00",2.8,0,35.0
442168c1331a430398ecc2329e00a194,БлинБери,ресторан,"Москва, улица Дыбенко, 7, стр. 1",Северный административный округ,"ежедневно, 10:00–22:00",3.9,1,4.0
a8bbd74669074068ab44bc567022ee27,2U-Ту-Ю,пиццерия,"Москва, Ижорская улица, 8А",Северный административный округ,"ежедневно, круглосуточно",2.7,0,
f23991c439044882aefed61c8dcbfad2,Шаурма,быстрое питание,"Москва, улица Дыбенко, 44",Северный административный округ,"ежедневно, круглосуточно",3.9,0,40.0
78b9beaf94354ff49be24eb509c52a32,Арамье,булочная,"Москва, Ангарская улица, 30/25",Северный административный округ,"ежедневно, 09:00–21:00",3.7,1,
21b43cd94da04e29ab21858a4f05fdef,Cofix,кофейня,"Москва, улица Дыбенко, 7/1",Северный административный округ,"ежедневно, 08:00–22:00",3.8,1,
b79fa454cbe748e892b2e81d4680808b,Royal Coffee,кофейня,"Москва, Правобережная улица, 1Б",Северный административный округ,"ежедневно, 10:00–22:00",3.1,0,148.0
8a9943fa918142cfa74953ed9873ea2e,Шашлык,быстрое питание,"Москва, Коровинское шоссе, 46, стр. 5",Северный административный округ,"ежедневно, круглосуточно",3.9,1,
504857294c514d08a9b5fd5d19a5f83e,Чебуреки и манты,кафе,"Москва, Правобережная улица, 1Б",Северный административный округ,"ежедневно, 10:00–22:00",4.3,0,148.0
2b2b60640efb494b8ed4aa3b1313f1cd,Рыба из тандыра,быстрое питание,"Москва, Коровинское шоссе, 46, стр. 5",Северный административный округ,,1.5,0,
40039ab9588e4f18a49816785fc83d44,Мир пиццы,кафе,"Москва, Дмитровское шоссе, 151, корп. 5",Северный административный округ,"ежедневно, 09:00–02:00",4.2,0,46.0
c395c75fe0bf4698909c948e6bee9811,Coffeekaldi's,кофейня,"Москва, Угличская улица, 13, стр. 8",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.1,1,
e2d88c91a8d4497c8cc290302f06c458,Хинкали Gали!,кафе,"Москва, Абрамцевская улица, 30, стр. 1",Северо-Восточный административный округ,"ежедневно, 12:00–23:00",4.7,0,240.0
dbeef0e78e2a41d4bae43eae246da7c2,Чебуречная история,кофейня,"Москва, ландшафтный заказник Лианозовский",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.9,1,
0009f005d6fb47c6b067db5084f4e05a,Кафе Лоза,ресторан,"Москва, Череповецкая улица, 4А",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.2,0,85.0
d4a9cc64dc334ed99354c20ac0272642,Пить Есть!,"бар,паб","Москва, Алтуфьевское шоссе, 97Б",Северо-Восточный административный округ,"ежедневно, 12:00–03:00",4.5,0,25.0
16ec97cbbf3144e396d2f4be5f75f234,Pizza Hut,пиццерия,"Москва, Череповецкая улица, 12",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.2,1,12.0
42f73c006c1a44f5868545ffeeaa1945,Testo мания,кофейня,"Москва, Лианозовский парк культуры и отдыха",Северо-Восточный административный округ,"ежедневно, 09:00–21:00",4.1,0,
e8a72745632c447d86c46a1e96c20f08,Альбатрос,кафе,"Москва, Череповецкая улица, 12А",Северо-Восточный административный округ,"ежедневно, 16:00–06:00",3.7,0,60.0
d1b07bddf4c84ae79f1423854fc044a0,Молинари,кофейня,"Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.8,0,120.0
fca6820ccef64456b90326102d6aebb7,Штаб квартира,"бар,паб","Москва, Дубнинская улица, 32",Северный административный округ,"пн-чт 12:30–00:00; пт,сб 12:30–02:00; вс 12:30–00:00",5.0,0,16.0
f91a7835d9c54af497c162760833aeb0,Мимино,кафе,"Москва, Илимская улица, 3, корп. 1",Северо-Восточный административный округ,пн-сб 11:00–23:00; вс 12:00–23:00,4.3,1,80.0
40df7d2174f746269f1d73d481d09ceb,Алазанская долина,ресторан,"Москва, Шенкурский проезд, 14",Северо-Восточный административный округ,"ежедневно, 12:00–00:00",4.3,0,50.0
6058012e16ff4c5182d2f1e5be7d7128,Гуава бар,"бар,паб","Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.4,0,120.0
09744630a3d240db83d78899a925ecfb,CofeFest,кофейня,"Москва, Новгородская улица, 23А",Северо-Восточный административный округ,пн-пт 08:00–19:00,4.1,1,
b06125653db34a9886dedc249350bc5c,Лакрица,кофейня,"Москва, Алтуфьевское шоссе, 85",Северо-Восточный административный округ,"ежедневно, 08:00–21:00",4.5,0,12.0
2052e2319cfe41638b2e15c2e88913e6,Веранда,ресторан,"Москва, парк Алтуфьево",Северо-Восточный административный округ,"пн-пт 11:00–22:00; сб,вс 11:00–23:00",4.2,1,
2c9f4938d7a046d6a9a5d6f0584c36f1,Хинкали-Gали!,кафе,"Москва, улица Пришвина, 8, корп. 2",Северо-Восточный административный округ,"ежедневно, 12:00–23:00",4.8,1,44.0
c55fca54a52b477d828f38dc7444bc47,Хинкали-Gали!,кафе,"Москва, Дмитровское шоссе, 100",Северный административный округ,"ежедневно, 12:00–23:00",4.9,1,
cbff663fdfcb45dbae7a8ade8fbdb8f7,Ресторан Купец,ресторан,"Москва, Лобненская улица, вл11",Северный административный округ,"пн-чт 12:00–23:00; пт,сб 12:00–00:00; вс 12:00–23:00",4.5,0,
a1f33207c64a493bb834480635b89e77,Оазис,кафе,"Москва, Дубнинская улица, 79",Северный административный округ,"ежедневно, 12:00–00:00",4.2,1,43.0
d63b1c6684254a53996aefaf6a007447,Ресторан Самарканд,ресторан,"Москва, МКАД, 82-й километр, вл18",Северо-Восточный административный округ,"ежедневно, 09:00–01:00",4.2,0,
3d27f66e547848c2ab106ef43d016efd,Ресторан Landau Cafe & Grill Bar,"бар,паб","Москва, бульвар Академика Ландау, 3",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.3,0,
2bc92f30f02d4afbb8918987acccf391,Му-Му,кафе,"Москва, улица Пришвина, 22",Северо-Восточный административный округ,"пн-пт 10:00–21:00; сб,вс 10:00–22:00",4.3,1,90.0
22d07638b1d449528e272ed08c32cc10,Coffee Way,кофейня,"Москва, Алтуфьевское шоссе, 86, корп. 1",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.3,1,120.0
78d495512fb740da9ed0c91139802e7b,Пиросмани,быстрое питание,"Москва, Дубнинская улица, 32",Северный административный округ,"ежедневно, 09:00–23:00",4.3,0,16.0
3600433de76141358e853bbe3d92a089,Аль-Бухари,кафе,"Москва, улица Пришвина, 3Б",Северо-Восточный административный округ,"ежедневно, 09:00–02:00",4.3,0,50.0
3793bd736bbb4dd08f734d53bfa57b24,Meat Doner Kebab,булочная,"Москва, улица Лескова, 22",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.5,0,0.0
e6ee97237ea34e5795a7b41612234a91,Дежене,столовая,"Москва, Дубнинская улица, 81А",Северный административный округ,пн-пт 08:30–17:00,4.4,1,
79c6602c9d38425bada59dfce673c56a,Халяль,кафе,"Москва, улица Плещеева, 4, корп. 1, стр. 1",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.5,1,25.0
807c41556ba0483ea1f5599566715f48,Гриль Хаус,"бар,паб","Москва, Алтуфьевское шоссе, 70к1",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.3,1,
0ba252477b914f248002226c96a8b583,Zамания,пиццерия,"Москва, Дмитровское шоссе, 163А",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.9,1,
9ddc4ae683d14ce786ed17cc5974ad15,Сахарочек,кофейня,"Москва, Дмитровское шоссе, 107А, корп. 2",Северный административный округ,пн-пт 09:00–22:00; сб 10:00–22:00; вс 10:00–21:00,4.5,0,120.0
ea7f997ad3ff49078d3f0bc423cae9d4,Кафе на Пришвина,кафе,"Москва, улица Пришвина, вл23А",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.3,0,
5a4fb196e62e4ac99ae33d343ce566d2,Шашлык,булочная,"Москва, Абрамцевская улица, 1",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.2,1,240.0
e6c0f58cdfad4fab8f0ac8a0f5e1df3c,ЛавашОК,быстрое питание,"Москва, Дмитровское шоссе, 116Д",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.3,1,120.0
4f819782d5134666bc8f05972db3d3d0,Jamamai asian kitchen & bar,ресторан,"Москва, Дмитровское шоссе, 107, корп. 2",Северный административный округ,"ежедневно, 11:00–23:00",4.3,0,120.0
ac5fe883c661419594dd754bdf7ab4ae,Домино'с Пицца,пиццерия,"Москва, Абрамцевская улица, 30, стр. 6",Северо-Восточный административный округ,"пн-пт 11:00–22:00; сб,вс 10:00–22:00",4.2,1,16.0
62fc06f5aa2348e7a630e24ae8b4bd5c,Додо Пицца,пиццерия,"Москва, Дубнинская улица, 50",Северный административный округ,"ежедневно, 09:00–23:00",4.3,1,50.0
c62c5d5a6d734a748a65fc8f928181df,CofeFest,кофейня,"Москва, улица Пришвина, 8",Северо-Восточный административный округ,пн-пт 08:00–19:00,4.3,1,
670b0b0cf7f449078be63932ee9f2139,Жигулевское,"бар,паб","Москва, Бибиревская улица, 7к2",Северо-Восточный административный округ,"пн-чт 14:00–00:00; пт,сб 14:00–02:00; вс 14:00–00:00",4.5,0,
a737e951ddaf4705ae362af1c97b9bc5,Тбилисоба,ресторан,"Москва, улица Лескова, 14",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.4,1,
aa59cabada7840ab9809996ad0dbc60e,Чайхана Омад,кафе,"Москва, Дубнинская улица, 32",Северный административный округ,"ежедневно, круглосуточно",4.1,0,16.0
e111050683f042d1abae7185fd1fa19c,Take and Wake,кофейня,"Москва, Дмитровское шоссе, 100, стр. 2",Северный административный округ,пн-пт 08:30–18:30,4.5,1,120.0
a50fa7e9dbe8429ca38b31ba7e1e18ab,ШаурмОвик,булочная,"Москва, улица Лескова, 8",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.9,0,
baf7f65972d54f5a8886962380fd62b8,Мята Signature Алтуфьево,кафе,"Москва, улица Лескова, 3Г",Северо-Восточный административный округ,"пн-чт 12:00–03:00; пт,сб 12:00–04:30; вс 12:00–03:00",5.0,0,80.0
5517cbebc52a43609337e35d8b07fe5b,Тетри,быстрое питание,"Москва, Лианозовский проезд, вл1",Северо-Восточный административный округ,вт-вс 09:00–19:00,4.0,0,
586e234ec7514b969860e5edb3d098d4,Pho Street,ресторан,"Москва, Алтуфьевское шоссе, 48к2",Северо-Восточный административный округ,"пн,вт,ср,чт,пт,вс 09:00–20:00",4.5,1,
359d8fa20c3a4eecae7f7e7eb0014878,Star hit cafe,кафе,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.3,0,
6f299f985088491b8c656ef1d3eea7b5,Вектор,кофейня,"Москва, Алтуфьевское шоссе, 48, корп. 1",Северо-Восточный административный округ,пн-пт 07:30–18:30,4.4,0,120.0
ec7ff4c3b5124197ac5421c10b3c6649,Теремок,ресторан,"Москва, Алтуфьевское шоссе, 86, корп. 1",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.1,1,120.0
a9ad4bd7e15c4b8cb6295c745e5a11c1,Кафе,"бар,паб","Москва, МКАД, 82-й километр, вл18",Северо-Восточный административный округ,,4.2,0,
ae11352e557b4503a93501038785c9ae,Чайхана,кафе,"Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, 09:00–06:00",4.2,1,120.0
e48eff082485498d975c764da83bfca4,Ocean Лав,ресторан,"Москва, Дмитровское шоссе, 107, корп. 3",Северный административный округ,"ежедневно, 11:00–23:00",4.4,0,198.0
53f423366c074b62a66d70e16ab7ad0d,Алазани,ресторан,"Москва, Челобитьевское шоссе, 10А",Северо-Восточный административный округ,"ежедневно, 12:00–00:00",4.3,0,40.0
f9670f8bd2f744879bc812e1b6892a72,Pho ханой,кафе,"Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–21:30",4.1,0,120.0
9bef95027fe141b9919eda2dd95faf91,Bowl Family,кафе,"Москва, улица Лескова, 14",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,1,
2124cbe77a374051b1864223e6da4447,Островок Суши,быстрое питание,"Москва, Алтуфьевское шоссе, 86, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–21:30",4.1,1,120.0
f94a34fd7d7e44cba53464e2d8633f9b,Сеть поминальных залов,кафе,"Москва, улица Плещеева, 4, корп. 1, стр. 5",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.5,1,95.0
629c79422ce344f6af90d53e3454574b,Алло! Пицца,пиццерия,"Москва, Костромская улица, 14Б",Северо-Восточный административный округ,"ежедневно, 10:00–23:00",4.3,1,240.0
17822fe4f52a4ba7bdc75adcd0c5bef4,Ретро нью,ресторан,"Москва, Дмитровское шоссе, 108, стр. 3",Северный административный округ,"ежедневно, 08:00–00:00",4.1,0,198.0
731cf2d5deac43f8acfa44505804f7df,CofeFest,кофейня,"Москва, Дубнинская улица, 40, корп. 3",Северный административный округ,пн-пт 09:00–18:00,4.1,1,
18c93e46d3c84f36a71dcb472336498e,Додо Пицца,пиццерия,"Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, 09:00–23:00",4.3,1,120.0
17001a15e81e4dbb8313a136ee9f2ec3,Два Бобра,быстрое питание,"Москва, улица Пришвина, 12, корп. 2",Северо-Восточный административный округ,пн-пт 09:00–16:00,4.1,0,44.0
3f5fc0ea72d444a08623bb8b0c0aaf77,Встреча,кафе,"Москва, Карельский бульвар, 4А",Северный административный округ,"ежедневно, круглосуточно",4.1,1,
a44cac92d39b4777bc59d28865e91c2a,Жарим мясо,ресторан,"Москва, улица Лескова, 14",Северо-Восточный административный округ,пн-чт 10:00–21:00; пт-вс 10:00–21:30,4.5,0,
e14d752227704822964731977a47d198,Кафе,кафе,"Москва, Шенкурский проезд, 14",Северо-Восточный административный округ,,4.3,0,50.0
530a07b438d6481a945c0ea47ecf1b84,Шашлык Хаус,кафе,"Москва, Дмитровское шоссе, 107, корп. 4",Северный административный округ,"ежедневно, 10:00–22:00",4.2,1,79.0
e56bbc4861d449d39719bd2761a6da50,Лотос,ресторан,"Москва, Инженерная улица, 1А",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.1,0,95.0
77da9e57030c4ebf8c64968a4be78f71,Кулинария,кафе,"Москва, Череповецкая улица, 17",Северо-Восточный административный округ,,3.9,1,
8dd9dbd5defd45dbbebae8cecfdde80b,Арарат,кафе,"Москва, Дмитровское шоссе, 165, корп. 1",Северо-Восточный административный округ,"ежедневно, 06:00–20:00",4.2,1,350.0
837fac04abea48b98a704c74055fbeb7,Калина,быстрое питание,"Москва, Дубнинская улица, 52, стр. 2",Северный административный округ,"ежедневно, 10:00–20:00",3.9,1,124.0
db0926b019244e7fab8bcdb25a21fc79,Pizza Sole,пиццерия,"Москва, бульвар Академика Ландау, 1",Северо-Восточный административный округ,"ежедневно, 11:00–22:00",4.3,0,10.0
80cea391b33548058d7ed33f80495fcf,MeatЛав,быстрое питание,"Москва, Дмитровское шоссе, 107Ак1",Северный административный округ,"ежедневно, 11:00–23:00",4.6,0,
254d0642f91f4de984c50122c32dc4b9,Crosseat,кофейня,"Москва, бульвар Академика Ландау, 1",Северо-Восточный административный округ,"ежедневно, 09:00–21:00",4.5,0,10.0
78e5ef529c734080af3bd16636659b6f,Пекарня-шаурма,быстрое питание,"Москва, Алтуфьевское шоссе, 84",Северо-Восточный административный округ,"ежедневно, круглосуточно",2.0,0,4.0
787f1ad8bfd44fb5933871b4a46ab6f5,Крепери,"бар,паб","Москва, улица Лескова, 14",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.0,1,
e2aad6b3a0fe474b929297fc93535f16,Van House,быстрое питание,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.4,0,
4d5d87a5347a4745985020866be6401d,Чудо Печка,кафе,"Москва, бульвар Академика Ландау, 1",Северо-Восточный административный округ,"ежедневно, 10:30–23:00",4.1,0,10.0
dff4993fa1234095af6a6bddc55ec359,Ho Chu Pho,быстрое питание,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,1,
519b59ef180a4081b3c5f34a0aaff937,Get and fly,ресторан,"Москва, парк Ангарские пруды",Северный административный округ,"ежедневно, 09:00–23:00",4.1,0,
fdfd314974d74b94980756c5ac2ce4a3,Хинкальная,быстрое питание,"Москва, Шенкурский проезд, 14",Северо-Восточный административный округ,,4.1,1,50.0
46f4307e93694fc78d2a1ba9fad6aa2e,Шеф Бургер,кофейня,"Москва, Дмитровское шоссе, 116Д",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,1,120.0
bae03fb00c3a41cca1e9f0ec3696364f,Парус,кафе,"Москва, улица Плещеева, 4, корп. 1, стр. 3",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,1,
03e4cbbd86de4014a22ccd8249c85a6d,Кафе,кафе,"Москва, Дубнинская улица, 52, стр. 1",Северный административный округ,"ежедневно, 10:00–20:00",3.9,0,70.0
bdc2870f2ba04691bdad62bc649bd8b5,Кулинария,кафе,"Москва, Инженерная улица, 3",Северо-Восточный административный округ,"ежедневно, 07:00–00:00",4.8,1,
0bbe32c20058429487edc71cbccf9ca0,One Price Coffee,кофейня,"Москва, улица Пришвина, 22",Северо-Восточный административный округ,"ежедневно, 10:00–21:00",4.2,1,90.0
728ba848ba8c4d0db4b30d0ef9293987,Art Coffee Club,кофейня,"Москва, Лобненская улица, 4А",Северный административный округ,"ежедневно, 10:00–21:00",4.3,0,40.0
5715a978973e4986bdc90347c1cbaee8,Пеликан,кафе,"Москва, Дмитровское шоссе, 157с24",Северный административный округ,"ежедневно, 10:00–21:00",4.0,0,
61a81f2211b94ed1ab602667352f8fdf,Скалка,булочная,"Москва, Дмитровское шоссе, 107к2",Северный административный округ,"ежедневно, 08:00–22:00",4.2,1,
b9c52fe1d86a4d9e982c636aa325ab3f,КофеТун-СушиТун,кафе,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–23:00",4.0,1,
6dcca9b49511441c88b2baabd9904b27,Халяль,кафе,"Москва, Дмитровское шоссе, 107А, корп. 5",Северный административный округ,"ежедневно, 08:00–00:00",4.0,1,46.0
ff71fea33ef3446398d8946fc321fa29,КоФФе Души,кофейня,"Москва, улица Софьи Ковалевской, 8",Северный административный округ,"ежедневно, 10:00–22:00, перерыв 16:00–16:20",4.3,0,10.0
305dc9e434dc49d793bc1887545c882e,Правда,"бар,паб","Москва, Дмитровское шоссе, 124А",Северо-Восточный административный округ,"ежедневно, 08:00–23:00",1.4,0,
08430997e8704765b498f55a6abc4b67,Шоколадница,кофейня,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,1,
247a41fbb3c542ca8c35b5193a32f46a,Все шашлыки,быстрое питание,"Москва, улица Плещеева, 4А",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.1,0,
