id,price,avg_bill,middle_avg_bill,middle_coffee_cup
f3f59036a2794355ac144f298b8cdde6,средние,Средний счёт:500–550 ₽,525.0,
1116b28f040e49b9a18c72abdd148923,средние,Средний счёт:600–800 ₽,700.0,
9c644dd3318f4ae08417c6c424837eda,средние,Средний счёт:700–1000 ₽,850.0,
46520de6c72f46fd81f7e2b1c96f3947,средние,Средний счёт:600–1200 ₽,900.0,
dc9bd713a79542678915321140c1334b,средние,Средний счёт:700–1200 ₽,950.0,
21686d78eb4d4e879c24d7c1cfbe3f1a,средние,Цена чашки капучино:от 200 ₽,,200.0
31ea3d7de6834561a02fe2581e32404e,средние,Средний счёт:250–400 ₽,325.0,
c11611047c494bffa38db935fd6ce593,средние,Средний счёт:900–1200 ₽,1050.0,
a4b38767903046e39bdb8525648c16dd,средние,,,
c132b3b530854341adbbbba6e03baa28,высокие,Средний счёт:2000–2500 ₽,2250.0,
b5abecdfc80d4e4c8a02af3d9f2c9fbc,средние,Цена чашки капучино:170–190 ₽,,180.0
3370879cbd7c4ca39dee81134e43a3b3,выше среднего,Цена бокала пива:180–420 ₽,,
df3ae1b501844a489a65e6e9737b76a5,выше среднего,Средний счёт:1300–1700 ₽,1500.0,
ae958f0fd28d49968bf1cde273bdc70b,средние,Средний счёт:300–600 ₽,450.0,
2f3cafb81cdc4072b6b507035f973914,высокие,Средний счёт:1500–2000 ₽,1750.0,
7b482b719dc14863a9a773cb3ad8be22,средние,Средний счёт:700–1000 ₽,850.0,
ca59697e027246ebb98758b94b3a7574,высокие,Средний счёт:1500–2000 ₽,1750.0,
dbd7abf853564bb19be061fb413c004d,средние,Средний счёт:300–650 ₽,475.0,
45b14456859d42cfa1a78df3cad0ea7e,средние,Средний счёт:800–1100 ₽,950.0,
58eb3599bfef4720b82e64fb5e8a6667,выше среднего,Средний счёт:от 1200 ₽,1200.0,
b4ff9e908fb141d9b21b0ab03ade65e6,,Средний счёт:150–300 ₽,225.0,
7b115df812094d2b964cc4d7ee3a3651,средние,Цена чашки капучино:239–274 ₽,,256.0
af9ff5ef3a344871bc61d95c6d2d8193,средние,Средний счёт:700–1000 ₽,850.0,
565154a8c5ff4c788876e4b6b631ec71,средние,Средний счёт:от 390 ₽,390.0,
f0a1c8c896f44434a20c04a5f886a02a,средние,Средний счёт:300–500 ₽,400.0,
6949938e61064c1c82c46453ce153f0a,выше среднего,Средний счёт:1200 ₽,1200.0,
3ffdee2d6b4e4e2998a7dec9ba97e18c,высокие,Средний счёт:от 2500 ₽,2500.0,
25e391aca3724631bc8163a7048dbc78,средние,Средний счёт:300–500 ₽,400.0,
52f1ae49c1cd438c9cc3abf64f2f70e8,средние,Средний счёт:230–250 ₽,240.0,
d3cc1371243c44b29f8dc3e39fd99b87,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
91ed4314af3c4d1fab214145eb84efb3,средние,Средний счёт:260–290 ₽,275.0,
1a939dcf69f24caa83d05b55bcbb5535,выше среднего,Средний счёт:1400–1700 ₽,1550.0,
b7ce14251fbf46a6b574c15a3402e80f,выше среднего,Средний счёт:1300–1700 ₽,1500.0,
080ba559b33541cc8fdf4a59cd0d0471,выше среднего,Цена бокала пива:280 ₽,,
193fa39373704207be88c07efc4d9316,средние,,,
431b469bffdc47f785c6630a5293008a,средние,Средний счёт:100–2000 ₽,1050.0,
820a2a543cac460bb9ab39da3b17b7ab,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
d3b717ed7a9c4f2aabad7fadc197f9f1,средние,Средний счёт:250–350 ₽,300.0,
da9b3789b55c4542afe33e6dbddde954,,Цена чашки капучино:190–230 ₽,,210.0
9a67838a0bb9463c8724491ede1ea7bb,средние,Средний счёт:800–1200 ₽,1000.0,
e6f4c43da4034d3e810979a34237c23f,низкие,Средний счёт:от 180 ₽,180.0,
9652950694994131a09dad450b5f4f17,средние,Средний счёт:500–750 ₽,625.0,
cb452ae6b37942269b8cd43921d4b240,средние,Средний счёт:700–800 ₽,750.0,
07a1ce0b782042b1890c8aa12d3d5485,,Цена бокала пива:150–350 ₽,,
7a6940bb12564facbbfc2ac054a307ed,средние,Средний счёт:400–600 ₽,500.0,
e04a69aa02ba4ffbbb61c408ef16290d,средние,Средний счёт:350–550 ₽,450.0,
92106dae54b643ad99c08c4365776b3e,высокие,Средний счёт:от 2500 ₽,2500.0,
3325181c2c534ddbb4a54e3164a60401,средние,Средний счёт:от 800 ₽,800.0,
9a26d45c2d284cf095fe611b11cccdc7,высокие,Средний счёт:1500–2000 ₽,1750.0,
ad19d98248584644890ef29261416d06,средние,Средний счёт:500–1000 ₽,750.0,
d30ffdcd310f40daa14130fb0e37a927,средние,Средний счёт:200–300 ₽,250.0,
794bdc55f3fd4a899f3438fe45ddad44,высокие,Средний счёт:от 2500 ₽,2500.0,
f2c6b3c45fd646579737034506f93a4b,выше среднего,Средний счёт:1100–1500 ₽,1300.0,
0d53a63a43f64bfdb912b8cf15339628,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
28aaf4e1a1ce47febaa40b48a72d42b5,средние,Средний счёт:400–500 ₽,450.0,
e768ebeba48d4884bde821fdb94ebbe4,высокие,Средний счёт:1500–2000 ₽,1750.0,
0fe39b0eb7ac4cdf88c1cf69721564f8,средние,Средний счёт:от 1500 ₽,1500.0,
06456e099fad4546ad9d59e2b0e7816a,средние,Средний счёт:250–300 ₽,275.0,
67b1efed24574ffcae3c489aedebf9b2,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
86480c9827a743cba3f04e36fb028e8a,средние,Средний счёт:1000–1500 ₽,1250.0,
7d768c9602e34acf9faafa422589d191,средние,Средний счёт:400–1500 ₽,950.0,
dd21ffecf7a047e4badf259bcf6e2aa9,средние,Средний счёт:350–450 ₽,400.0,
31b225045f2d467b8500e763a76afedd,средние,Цена чашки капучино:120–180 ₽,,150.0
dae4ff8361f644358bb9c9617a8a8f95,средние,Средний счёт:700–850 ₽,775.0,
3173734f477e4338aeb9afe4b22fa925,высокие,Средний счёт:1500–2000 ₽,1750.0,
f337d73f01544e5fb55f5c2505493649,средние,Средний счёт:500–1200 ₽,850.0,
6f5d6c6e0e734070bca77603e1590e5e,средние,Средний счёт:200–250 ₽,225.0,
545bb9b9423c40e8a3b1d1b4ddba463a,средние,Цена чашки капучино:180–200 ₽,,190.0
e305e9c6b9014491b62110bb570adea2,средние,Средний счёт:200–400 ₽,300.0,
6d3128f6fb9b42b083ac470171771813,средние,Средний счёт:500–1500 ₽,1000.0,
019d161d355f4d7fb68c33dc007e5493,средние,Средний счёт:250–300 ₽,275.0,
67071b3239f942d595ca12fa98ee4ca0,,Цена чашки капучино:до 179 ₽,,179.0
a3034ff46e984f84accdf4e27a649c46,выше среднего,Средний счёт:1000–2000 ₽,1500.0,
330045c16305417384f1450116e22a96,высокие,Средний счёт:4000–5000 ₽,4500.0,
3621dd5e79b64d0fb5875392f7c5fcff,средние,Средний счёт:700–1500 ₽,1100.0,
dbfcb2e81ff94f5dae61f0eeae6ad126,средние,Цена чашки капучино:300–350 ₽,,325.0
5c77c9ccd2d247e18c631aa1072f3bcf,низкие,Цена чашки капучино:89–229 ₽,,159.0
bca969bafd024b868688733db4700ec5,выше среднего,Средний счёт:1200–2000 ₽,1600.0,
4fff8987291e40399e7805555b889659,средние,Средний счёт:400–500 ₽,450.0,
bf79bae8d79c4025aaac0074c85a163a,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
5f9810cdabf34ddc88b170d7ab31ddff,средние,Средний счёт:700–1000 ₽,850.0,
def290eba4064d8dad07f9f8805d60eb,средние,Средний счёт:750–1000 ₽,875.0,
277982f5c401438a9f9a5012f1c290d8,низкие,Цена чашки капучино:90–100 ₽,,95.0
6d82b73baaf64f79abfdb59c559ed735,низкие,Средний счёт:от 200 ₽,200.0,
0a041cd9030c4c1d9d5a3405ef2d9c77,выше среднего,,,
ac3ef3bff011410eb034262cab51941a,средние,Средний счёт:700–1300 ₽,1000.0,
76f147374e874167acb8f40457859d7b,,Средний счёт:500–1000 ₽,750.0,
394f2f3c5b0f4153b667dd994c4c4158,высокие,Цена бокала пива:270–390 ₽,,
ce6842afbe8b4763ae4db2033015568c,средние,Средний счёт:600–700 ₽,650.0,
39ffd46869ac488381ecbcfede8e1cf8,высокие,Средний счёт:3000–4000 ₽,3500.0,
f38eaf2c97a143bdb5552c37de3db5a2,средние,Средний счёт:от 500 ₽,500.0,
777342c7793a4a74a9f4a77793c03a18,выше среднего,Средний счёт:500–2000 ₽,1250.0,
a574899510d049ac81fc85aaa45ba9be,средние,Средний счёт:200–400 ₽,300.0,
0f5793f94aab4a10b9115a5942532c99,,Средний счёт:443 ₽,443.0,
61e0ea60351f4fd4a93f82bc48714827,средние,Средний счёт:250–1000 ₽,625.0,
ab3ce43c848d4d97ba082badf96c57f1,высокие,Средний счёт:1500–2500 ₽,2000.0,
79fc1e81701a4d6481208b9e377a5b6d,средние,Средний счёт:400–600 ₽,500.0,
4a739754fbf64e64a76c459a43d261d3,средние,Средний счёт:1000–1200 ₽,1100.0,
37ed0908968f422593dba9bb80bc40d9,средние,Средний счёт:340–550 ₽,445.0,
20feb83506854add9530e3187435e508,средние,Средний счёт:150–350 ₽,250.0,
89b47e4ccfb7427aab8c2d1bf9e9d571,высокие,Средний счёт:1500–2000 ₽,1750.0,
dc83691748e84f859f97912e746afdb0,средние,Цена чашки капучино:159 ₽,,159.0
7c022af619b44d8681bb9900967092f8,,Цена чашки капучино:90–100 ₽,,95.0
952129ec69cb4c1588e29bc667c0ca29,средние,Средний счёт:229 ₽,229.0,
ca972b6b00794942b4bd5b6c3e3803ed,,Средний счёт:500–600 ₽,550.0,
72b82c919e6e4d5fa3df96a6d809cdd3,,Цена чашки капучино:180–250 ₽,,215.0
ff1f3dd27174464da1ef464e21f3b3c3,средние,Средний счёт:700–1300 ₽,1000.0,
043ccdefdbf34ccba71864c3b78cacf2,средние,Средний счёт:250–350 ₽,300.0,
9e888251b1e14bfea5a0f7b438fceff1,,Цена чашки капучино:195–295 ₽,,245.0
97af068fcffd43b08485fdc86ce98274,средние,Средний счёт:300–400 ₽,350.0,
b066d0acc32940139fb86c27994df49e,средние,Цена бокала пива:200–440 ₽,,
17ec4d4bd52d42d4be0ca2906dbc794f,средние,Средний счёт:300–1500 ₽,900.0,
6098965ee89642bfb585c6f25d2aa2f3,высокие,Средний счёт:1500–2000 ₽,1750.0,
1fb69c4810e0456193819886c3fd7987,выше среднего,Средний счёт:1000–2000 ₽,1500.0,
9d9af725b3aa493d831c6ceefd72cd37,средние,Средний счёт:от 800 ₽,800.0,
d0d1a04036ca462ab4b8bdfe3e104d7b,выше среднего,Средний счёт:1200 ₽,1200.0,
54300c105cdf443ba281b356142c8290,высокие,Средний счёт:1500–2500 ₽,2000.0,
de17934b7360455ebe5e72e4232328c4,,Цена чашки капучино:90–100 ₽,,95.0
cd93a91d71f8405f89e92a1b53fd2766,,Цена чашки капучино:120–190 ₽,,155.0
6e0476245c9a4f439b4dacc2bb852eba,средние,,,
f7e772a59ae04e8e876610d3a2865c73,средние,Средний счёт:350–500 ₽,425.0,
cf5cbbacf94b40e3bf94f2bd1e469f61,средние,Средний счёт:900–1200 ₽,1050.0,
5cdef9d5bd0e429eb8271bcb6a22f216,средние,Цена чашки капучино:140–200 ₽,,170.0
48fcd3876e5148148d96093e02d0b101,высокие,Средний счёт:1500–2000 ₽,1750.0,
3a90538a943245f69b29dd2942ee1206,средние,Средний счёт:от 1000 ₽,1000.0,
094f3341044b4e83ae254b9270575c4c,высокие,Средний счёт:2500 ₽,2500.0,
825a341541e543a49f51f9488f8d44ef,средние,Средний счёт:700–900 ₽,800.0,
933f23edb4da478b894710c2440fb6b9,средние,Средний счёт:400–600 ₽,500.0,
62c71be8a5234425b14d7538898e605c,средние,Средний счёт:до 1000 ₽,1000.0,
dc65357a399d4552b551650cfb409f8e,,Средний счёт:150–600 ₽,375.0,
ffd9e673074546758066206a74c6b5a0,высокие,Средний счёт:2500–3500 ₽,3000.0,
2a0a868f66654dc4b8dd95208ee117db,средние,Средний счёт:до 350 ₽,350.0,
b29f2a88267249989b93ec13a8000d8a,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
64dc05879e1a455985bf9d1bc29f1e09,высокие,Средний счёт:3000–3500 ₽,3250.0,
6f15214f23a148fe86b022e5ca0d4656,средние,Цена чашки капучино:170–220 ₽,,195.0
8eebfc234101447086559d5d4f23dc80,высокие,Цена бокала пива:380–400 ₽,,
07cca8d920884478aa1ab642c6471751,высокие,Средний счёт:1200–3000 ₽,2100.0,
272216d9e01e4b489c162a0111a168c6,средние,,,
641536acdd8a49bc91aca76c4c21812d,средние,Средний счёт:500–1000 ₽,750.0,
0accf22a02da424a96c488d741eb6258,,Цена чашки капучино:100–170 ₽,,135.0
9aef60a0bfb74bd4a143ad36f2f3ec49,,Цена чашки капучино:от 89 ₽,,89.0
d0ac48aaa6e14a709fc91cefac8f4571,выше среднего,Средний счёт:от 1500 ₽,1500.0,
fa503bbeb58f49c4ba68231b5f04e53f,средние,Средний счёт:700–1400 ₽,1050.0,
aa2af8dd2e8145508832c46df65314b2,высокие,Средний счёт:1500–2000 ₽,1750.0,
c1597d6dc21446ebaccc03e9f5cb105b,средние,,,
236f89a45b97418e86002bc5fef5ee79,,Цена бокала пива:260–380 ₽,,
ce34ff42675a41708555ad28cd075810,низкие,Цена чашки капучино:от 60 ₽,,60.0
6771545644a340a099b06dc47df97b0e,средние,Средний счёт:280–290 ₽,285.0,
1dae54b9233d4ec99f830b47723223af,средние,Средний счёт:800–1000 ₽,900.0,
3876f78ea2e04eedbb64d7fa282cb22e,высокие,Средний счёт:2000 ₽,2000.0,
607896bba32849d8bd8146413d9f5cd1,,Цена чашки капучино:70–150 ₽,,110.0
728f0b448e6f4efca791858b4a9f21d6,выше среднего,Средний счёт:1500–3000 ₽,2250.0,
bcfd08cb8d4d482c8747f247349558f3,средние,Средний счёт:360 ₽,360.0,
f7a0c188f09b4acb85c0dc40ddfd84b1,высокие,Средний счёт:2500–4000 ₽,3250.0,
209aca9315a64032bff5e1a540a17e92,средние,Средний счёт:400–1200 ₽,800.0,
567d685bc01e4d688bebd465ef74e01a,средние,Средний счёт:300–600 ₽,450.0,
42944bd3dc24436a87495c0415c271b2,высокие,,,
2a0747d50ee346c991500e8ec6e7a552,средние,,,
2e6cda4a9b874feda21ca594ea4d8ac7,средние,Цена чашки капучино:90–240 ₽,,165.0
dbd7179616374dbd90b065be28d4b0e3,,Средний счёт:375 ₽,375.0,
feea3a15a9724ba18809623193e5c08e,,Средний счёт:250–350 ₽,300.0,
18bcc7a2e816494d94a8440a17faddc8,средние,Средний счёт:200–500 ₽,350.0,
da651dcda5ec453badb4e497b88076fe,выше среднего,Средний счёт:800–1500 ₽,1150.0,
8b9a6ed14f5444e8a2c42cfa33c358fc,средние,Цена чашки капучино:150–250 ₽,,200.0
e1400ec9f8e941d2a12f35e4a7f5652b,выше среднего,Средний счёт:1000–2000 ₽,1500.0,
d73b73d680754f5b98d7f422bcf22d41,средние,Средний счёт:250–500 ₽,375.0,
bd9e5af7a834468c9186a9b4f2aac9d6,средние,Средний счёт:600 ₽,600.0,
3fe8df70a7a24524ada7470e9e9fd7d5,,Цена бокала пива:200–300 ₽,,
55c506e126b2465eb86869b20166e8a7,высокие,Средний счёт:2000–2500 ₽,2250.0,
7afbbcb1820a43e8bc08edbf65d99ae0,высокие,Средний счёт:3000–3500 ₽,3250.0,
4550198e4f5a4132a94f894bb59409e1,выше среднего,Средний счёт:от 1500 ₽,1500.0,
7dcfd9d8515f47e69e15d1cebc1762fb,средние,Цена чашки капучино:249–284 ₽,,266.0
3fb5875d44394ed192edb41d99c8ceb6,средние,,,
e52e7d74bc494a6f8b63bff99b11d140,выше среднего,Цена бокала пива:от 350 ₽,,
2f6a60f5e3244ff89b23c6b3515f47c1,,Цена чашки капучино:90–100 ₽,,95.0
fbc0dae353274fa5b5af794bf291dd17,высокие,Средний счёт:2000–2500 ₽,2250.0,
e472b26959c946de92c7e907b9c54bca,высокие,Средний счёт:1500–2500 ₽,2000.0,
52cd618186b14156a4c08acb2fbc329a,,Цена чашки капучино:от 150 ₽,,150.0
79caf244c4e24eb6be9cb5dfd45850bf,низкие,Средний счёт:250–350 ₽,300.0,
f39e8a31f99b4081b770b666e47efd84,выше среднего,Средний счёт:1500 ₽,1500.0,
6e65550d4ff447cc8945f2675f5b10e3,выше среднего,Средний счёт:300–2000 ₽,1150.0,
68ee90eb581c410689d6916ab2d9d227,средние,Средний счёт:700–1000 ₽,850.0,
db5b6c888ced443882e6a4c5a858f2e2,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
1b1d42841e3a44f0a29d44c84dc92e9a,,Средний счёт:300–500 ₽,400.0,
8857afd89f6741dba44b5da41d854760,,Средний счёт:от 50 ₽,50.0,
bae9af759ec14185afd2a130889ed483,средние,Средний счёт:300–500 ₽,400.0,
7401afe0ca654787adad64718093b07d,средние,Средний счёт:400 ₽,400.0,
e003f7cc3bae4d56a0eee7f914c1ef5d,средние,Средний счёт:300–600 ₽,450.0,
832d49aa3e844086adbf4febc1f34b55,средние,Средний счёт:500–1000 ₽,750.0,
e1de8110487049e08b8375a06e011622,средние,Средний счёт:700–1200 ₽,950.0,
b3b8dcbc993445e9bb221b21585bde9a,средние,Цена чашки капучино:199–285 ₽,,242.0
2df8aa8f7d0e4de6a1aebbfaad881af5,средние,,,
3ed7244f9ffa4b68b9f77fd730916220,высокие,Средний счёт:1500–2500 ₽,2000.0,
eeb6332c6be44d988923c7d54fed5018,средние,Средний счёт:250–400 ₽,325.0,
12144b86bc904c649df5971cc55e29d4,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
3bee2e7db95d459ead6c1889644f39e4,средние,Средний счёт:500–1500 ₽,1000.0,
1028b23c76af49aa91a0993d7c1432bc,выше среднего,Средний счёт:800–1500 ₽,1150.0,
2f8145b39b5d41958cac2eb0a14c2e78,средние,Средний счёт:200–400 ₽,300.0,
4207fbde1f794ceab5aa1cec5424eea3,средние,Средний счёт:300–600 ₽,450.0,
af2935d994184a8d8705c3930567ed2f,высокие,Средний счёт:1500–3000 ₽,2250.0,
2149acc256ed45d4b045ef4102b1cd79,средние,Средний счёт:от 500 ₽,500.0,
f4a8d20787e54774878c3abdc3c7bda3,,Цена чашки капучино:110–165 ₽,,137.0
d50166f1dae34ab2b23a8a2eb84384ef,низкие,Средний счёт:300–400 ₽,350.0,
62498ee0f1504a1ea7b579426b981906,средние,,,
6fbf602573864e7f93a97dc7152ed632,средние,Средний счёт:500–1300 ₽,900.0,
81ac5fde342b4445a204b111c9fda3ad,,Цена чашки капучино:120–150 ₽,,135.0
25267783a01845dda962ac79ce2dbe09,средние,Цена чашки капучино:230–280 ₽,,255.0
fd685225a45742a29ffda7bbaa22d62e,средние,Средний счёт:200–300 ₽,250.0,
f54d9ad5038f48e6b3959eacb12440dc,средние,Средний счёт:300–500 ₽,400.0,
c8fbb05866854cb9a2a4d5e33b7aaf43,средние,Средний счёт:500–1000 ₽,750.0,
4bb4d0fab54c4a16aee82ec1a919bf39,высокие,Средний счёт:1500–2500 ₽,2000.0,
2b54f50aa90d4245b7a34a50e9f05f08,средние,,,
6f25bcb2cdd24c348d68d5f3af66e1af,высокие,Средний счёт:от 2500 ₽,2500.0,
c16ba1ea9c0047748bf5f892c11be8eb,,Цена чашки капучино:180–300 ₽,,240.0
d29b7c95a80f4917856466e3ece31c5d,средние,Средний счёт:400–800 ₽,600.0,
0884aff4c9464e299c58ffed903ddbbb,средние,Цена чашки капучино:120–160 ₽,,140.0
64fe2c4a95c64acda247ba10ded68e79,средние,Средний счёт:600–800 ₽,700.0,
e1c9a27d41b94b05a2875e4a2c206c22,низкие,Цена чашки капучино:150–210 ₽,,180.0
26be3b2c1d7745d193cdd662834a93b8,средние,Средний счёт:150–500 ₽,325.0,
08f68a11e66748c7bf9423c51b2ff96b,низкие,Средний счёт:35–300 ₽,167.0,
edbbe950659f4230ad432f3638621c1d,средние,Средний счёт:150–650 ₽,400.0,
eb28d50e97124a62a07d27bca1754cdf,,Средний счёт:500–1000 ₽,750.0,
8f665be356914bada5aabea311d19f65,средние,Средний счёт:350 ₽,350.0,
608fc5c46684430ebe9fed31d67ad047,высокие,Средний счёт:от 2000 ₽,2000.0,
a6ace591affd410aa3dc9c81bf7e39ee,средние,Средний счёт:290–500 ₽,395.0,
68ca9ed70cdd4e7f9c6b47c73505a0cc,,Средний счёт:от 300 ₽,300.0,
7ce56f4e6a01416a8fb59224b45bd074,,Цена чашки капучино:120 ₽,,120.0
fcc19cd3d91c43d89b450d0c10d5091a,средние,Средний счёт:600 ₽,600.0,
ad9b247f2b6c4e4a9ebc71b2471e2778,средние,Цена бокала пива:от 200 ₽,,
8b05eda16816415f9cc6ce6ded637d2b,средние,Средний счёт:650–800 ₽,725.0,
c3b1975ecdc1491a944ecc969294c6cd,средние,Средний счёт:250–400 ₽,325.0,
8951444e04bc4eab98cb92b7d74b9ea0,средние,Цена бокала пива:100–250 ₽,,
5809c050b38741c388b18c662135277c,,Цена чашки капучино:80–160 ₽,,120.0
8efd2872ec7c492b8375d52812fcad8b,средние,Средний счёт:300–800 ₽,550.0,
41359ccc1e1b44f6958238eb05902f79,средние,Средний счёт:400–500 ₽,450.0,
8c4985e9a6334924848cbeb1712a58f7,,Цена чашки капучино:120–160 ₽,,140.0
83a85428ac7e484cada467c3658bd799,,Средний счёт:330–400 ₽,365.0,
bb4c96cea7d74c82915057586439cdce,средние,Средний счёт:700–1000 ₽,850.0,
b9bf4590b89c4deea4e38ff303093aa4,,Цена чашки капучино:90–100 ₽,,95.0
cf5b9792653843829e3e1149bfbff11d,средние,Средний счёт:350–1000 ₽,675.0,
8089ed48e25945588a706fec5b151254,средние,Средний счёт:от 300 ₽,300.0,
bc36675233694df58f33139091fdc884,средние,,,
878a3c5cc5a14d06a37cd083bfa1a2ea,средние,Средний счёт:800 ₽,800.0,
b426a0e3f02046f8a794f1ca5eb99edc,средние,Средний счёт:500 ₽,500.0,
586f355650c24f52bc9694e171c82399,средние,Средний счёт:320–350 ₽,335.0,
8f7ceacd62f94df693fe3c7945588208,средние,Средний счёт:500 ₽,500.0,
ac7008d50c3a40db9a262adb33efc2a7,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
9d103e4becba49c7ad5d81661917335c,средние,Цена чашки капучино:85–350 ₽,,217.0
90572179ca8843e9b5c4b719c3d32d68,средние,Средний счёт:650 ₽,650.0,
a1a583c441104650932827bf85413ab0,низкие,Цена чашки капучино:99–179 ₽,,139.0
b90dfdecc900475c959e66c6f87cabae,средние,Цена чашки капучино:280–350 ₽,,315.0
074490bb0e73422a8cca7f9d77521405,средние,Цена чашки капучино:от 170 ₽,,170.0
44521b066d9d4a3884b35de382352b44,,Средний счёт:500–700 ₽,600.0,
4cf8309cb59a4cada91a61bc5195ba91,высокие,Средний счёт:1000–2500 ₽,1750.0,
48280545ca424b6c9a6f6954bfbd6248,средние,Средний счёт:от 500 ₽,500.0,
951071fd1cc24449847154b5488cdd66,средние,Средний счёт:300–500 ₽,400.0,
b563e4ff58ea4d8b907c85bbcf223595,,Цена чашки капучино:90–100 ₽,,95.0
2e0520e34a4548dc9f2079c2d169a3a0,средние,Средний счёт:500 ₽,500.0,
19a28e9fad6e4c539d820cbd3da1ac62,,Средний счёт:1200 ₽,1200.0,
0cb7bdd390bb4163a956ae743b41f8e4,,Средний счёт:950–1200 ₽,1075.0,
343c5511fce54549883249a81ed1b116,средние,Средний счёт:500–800 ₽,650.0,
3bb007db2bc046c2bf918a5e1cf253c4,средние,Средний счёт:150–600 ₽,375.0,
571272dc913e448287acc3b6d4df35a6,средние,Средний счёт:600–1000 ₽,800.0,
93b1b659770e4513af8bf27357d6f4f5,,Средний счёт:100–300 ₽,200.0,
a45fdefbf6e4444193dc9c6902d408d5,низкие,Средний счёт:240 ₽,240.0,
349dbc978a4246c6be50c9074f3761d5,средние,Средний счёт:500 ₽,500.0,
22fb436bfb35465eb5150ea1542ae163,средние,Средний счёт:700 ₽,700.0,
455360b82def43c79c857f28751d6dc1,средние,Средний счёт:400 ₽,400.0,
2b66020e52ac4dc3acf608264c23001e,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
9de5a2439f054caa82ecf77fbfb3956a,средние,Средний счёт:400–500 ₽,450.0,
9621898bf3334bdb81caefa71e53a311,,Средний счёт:500 ₽,500.0,
749c01aa773a42f08a9461beaffa7fe5,высокие,Средний счёт:2000–2500 ₽,2250.0,
1f6c214f21e34afb8170c6151ddc1237,средние,,,
ea2df731721642ea868507f7048fc2b6,высокие,Средний счёт:1500–2000 ₽,1750.0,
94d42d870a594de5866ac6b7fdc292b6,средние,Средний счёт:700–1000 ₽,850.0,
8c9e16533dfa4367a65c85c19e435474,средние,Средний счёт:500–1500 ₽,1000.0,
eddd31af6de6415c8bb4cc6be61a27d1,выше среднего,Средний счёт:1500 ₽,1500.0,
194df73d52d54b62a0e22ee6a58f5e2f,выше среднего,Средний счёт:1000–2000 ₽,1500.0,
be035aae435246aa9f71631f9194420f,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
b80686fb50d448b0825177828ecf6d73,средние,Средний счёт:от 500 ₽,500.0,
dd7ab11b2a7c4ccf853a817f9ebc76e4,высокие,Средний счёт:1500–2500 ₽,2000.0,
d129f17c64f843d89c02d417ee85f85d,средние,Средний счёт:400–600 ₽,500.0,
a5a87c5c568242ef8aa62c1d3383c149,высокие,Средний счёт:1500–2000 ₽,1750.0,
28bb108715eb4894911c6f709def7901,средние,Средний счёт:700–1300 ₽,1000.0,
e7ef1c82b17e45e79fa00f22d92da7c7,выше среднего,Средний счёт:500–2500 ₽,1500.0,
6bd00ea640124737abda7506b19ed6df,высокие,Средний счёт:2000–2500 ₽,2250.0,
35df8d933fb24b2ea87bb0c323b4977d,средние,Средний счёт:700–1000 ₽,850.0,
f2447f919a43465fabbfcec2d328a8c3,средние,,,
e64df13f4cd746439c0fd4e1b8d455e7,средние,Средний счёт:500 ₽,500.0,
4c2d33b0597c40b085e26e041bd2d896,высокие,Средний счёт:1500–2000 ₽,1750.0,
f919d9dc6603404b94a942a2222d87ee,средние,Средний счёт:795–1325 ₽,1060.0,
6422401578b648e69b2121a3a6a2b8ab,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
7b2ce556b526493abc5522cb9a13dadf,средние,Средний счёт:до 1000 ₽,1000.0,
bbdeaa8e647b4a32857451e5779f675d,средние,Средний счёт:350–450 ₽,400.0,
7a97f74e08a240b3900556da99624925,,Средний счёт:500–1000 ₽,750.0,
b20d7716867a479d92d5c0194d014350,средние,Средний счёт:500–1500 ₽,1000.0,
15f75e8ef16b4f86a1ccd3bc55268e3f,средние,Средний счёт:500–1000 ₽,750.0,
fb77d029a75f46d282672ff2496519d7,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
2c93b6d7d12140d09f8d456ecacb3ef3,средние,Средний счёт:700–1000 ₽,850.0,
24bf112056f44b74845dfc04591a2995,средние,Средний счёт:700–1000 ₽,850.0,
99c63ccd72474da7a73ab70728d1415b,средние,Средний счёт:900–1100 ₽,1000.0,
4fbd5b92652d42ccbca787c31e9116d3,выше среднего,Средний счёт:1200–1300 ₽,1250.0,
e5881a3b87a945259165ac865637f2a2,высокие,Средний счёт:1500–2000 ₽,1750.0,
b0ddd0683f6247fab5040d1260e29e5c,средние,Средний счёт:350–500 ₽,425.0,
6cc7dbb33a6945a1aa288eca675f6393,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
c7f990961bbc4f62943afe47dbb3bcd5,средние,,,
3bdccb8f8b9f46b4a252cf14fef7f23a,,Цена чашки капучино:от 230 ₽,,230.0
